unique_pathways,a_in_pathway_entangled,b_out_pathway_entangled,c_in_pathway_not_entangled,d_out_pathway_not_entangled,odds_ratios,two_sided_p_values,corrected_p_values,enrich_p_values,deplete_p_values
R-HSA-162791,6,11549,1,8948,4.648404088357662,0.1461369692426423,0.4038489509918778,0.1158744293134992,0.9819625595193335
R-HSA-418889,10,11545,0,8949,Inf,0.0034754449155430423,0.029784984646754248,0.0032253367798818584,1
R-HSA-428543,7,11548,1,8948,5.423606241743879,0.14950739070671915,0.4058597096205128,0.07316352644594852,0.989837714657231
R-HSA-163359,4,11551,22,8927,0.14053688685033947,2.7526488366128005e-5,8.577094201039886e-4,0.9999973500050514,2.0531269741206026e-5
R-HSA-163615,11,11544,7,8942,1.2172188482941169,0.8137702959003205,1,0.4370439590626142,0.7378221017194607
R-HSA-164378,11,11544,6,8943,1.4202361001677484,0.6267895389318632,0.9027777208948222,0.3301813663624567,0.8256038344196351
R-HSA-170660,4,11551,6,8943,0.5161710490357049,0.34885168991855653,0.6837111516179549,0.9129527916882636,0.23345354373574428
R-HSA-5610787,47,11508,9,8940,4.056611627931631,1.776446208166561e-5,5.786908102360767e-4,1.0907095937099994e-5,0.9999974653373661
R-HSA-1855167,9,11546,1,8948,6.973948903465956,0.05050516078070601,0.1988756331108387,0.02822407127075553,0.9967746632201182
R-HSA-210746,0,11555,5,8944,0,0.0158272702813432,0.08848022991556594,1,0.015827270281343224
R-HSA-9645460,5,11550,6,8943,0.6452623679730416,0.5493603603528812,0.8347171553064978,0.8490652217801486,0.33247606235481586
R-HSA-1839130,9,11546,0,8949,Inf,0.006298584528787573,0.04513985578964427,0.005725210228969236,1
R-HSA-190322,11,11544,0,8949,Inf,0.0034772237889931705,0.029784984646754248,0.0018169470637130916,1
R-HSA-190372,8,11547,1,8948,6.198938612454531,0.0873698114036531,0.28591338587192416,0.04565888625316692,0.9942747897710308
R-HSA-190375,9,11546,0,8949,Inf,0.006298584528787573,0.04513985578964427,0.005725210228969236,1
R-HSA-5654227,9,11546,0,8949,Inf,0.006298584528787573,0.04513985578964427,0.005725210228969236,1
R-HSA-5654228,13,11542,0,8949,Inf,9.460697436876712e-4,0.012585670718353799,5.765372880598121e-4,1
R-HSA-5654704,11,11544,0,8949,Inf,0.0034772237889931705,0.029784984646754248,0.0018169470637130916,1
R-HSA-5654706,13,11542,1,8948,10.079147226935929,0.005399320760492824,0.04190808532512481,0.003849809382199398,0.9996752528730278
R-HSA-5654710,12,11543,1,8948,9.303334843110513,0.009461929991764978,0.06145966610965167,0.006387212024351454,0.9994234627119403
R-HSA-5654712,17,11538,1,8948,13.183962119418975,5.805705961124298e-4,0.008915905583155172,4.888923023291669e-4,0.999967322214203
R-HSA-5654719,15,11540,0,8949,Inf,2.634075953017323e-4,0.004822413897327058,1.8291393813497288e-4,1
R-HSA-5654720,16,11539,1,8948,12.407530872524104,0.0010109415597221987,0.012710668733349282,8.230129530538182e-4,0.9999419769632846
R-HSA-5654732,12,11543,5,8944,1.8595535537128831,0.32885652214867367,0.6498543406430591,0.17439616558036486,0.9261396325987763
R-HSA-5654733,16,11539,5,8944,2.480212146502944,0.07890491281177682,0.27572695799734637,0.05040894427133653,0.9829011791010388
R-HSA-5655332,17,11538,0,8949,Inf,7.527042118374024e-5,0.0019265643517266849,5.802303671543082e-5,1
R-HSA-5632681,6,11549,2,8947,2.323975175598405,0.47908014350169603,0.7961469592176872,0.24400713791615145,0.9268364735540515
R-HSA-5658034,3,11552,1,8948,2.323631465692943,0.6369831639988117,0.9027777208948222,0.4133057483718049,0.8991613583426736
R-HSA-9690406,4,11551,7,8942,0.4423755724120622,0.22827561747194375,0.5490934636851176,0.9494599744929006,0.15093477821985132
R-HSA-2408522,9,11546,2,8947,3.486811114736687,0.12788086475919194,0.384455741554091,0.07734083925209252,0.9826907660584304
R-HSA-379716,21,11534,3,8946,5.428974864455477,0.0016022463049403246,0.018421548425784483,0.0011784571051198336,0.999806419454712
R-HSA-5689896,26,11529,13,8936,1.550143341696972,0.2576690297532908,0.5601097833697817,0.1269551750515705,0.9296376810657919
R-HSA-9013418,20,11535,3,8946,5.170004926804235,0.0026248022704803784,0.02576860676499002,0.0018468027913984754,0.9996833098847331
R-HSA-9013422,18,11537,5,8944,2.7906790402760655,0.03612454889436597,0.1604655191994521,0.025259569829124657,0.992220296722873
R-HSA-9827857,6,11549,6,8943,0.774368359305839,0.7735107236789824,1,0.769841891666501,0.4347940163761328
R-HSA-1296072,26,11529,17,8932,1.1848886680074773,0.6460820744033774,0.9120659618957724,0.35053638392678255,0.7560977745576003
R-HSA-381033,3,11552,1,8948,2.323631465692943,0.6369831639988117,0.9027777208948222,0.4133057483718049,0.8991613583426736
R-HSA-8874177,2,11553,2,8947,0.7744464724025965,1,1,0.7763225843729927,0.5866942516281951
R-HSA-8874211,3,11552,6,8943,0.38709213133332215,0.19126862873450642,0.48436696322637074,0.9582890748495139,0.14560974248133954
R-HSA-8963889,9,11546,9,8940,0.7743097389687796,0.638904235118246,0.9037132273054138,0.7835099916988946,0.3767263368377068
R-HSA-422085,7,11548,11,8938,0.4925484777175811,0.15691049034135138,0.4227538273607838,0.9580200264869183,0.10483663518207127
R-HSA-452723,10,11545,6,8943,1.2910182318046053,0.8020619771352542,1,0.40826486345331225,0.770620822378897
R-HSA-1632852,46,11509,22,8927,1.621782166566489,0.06620209585597357,0.2523661455502539,0.03801846380160459,0.9786803798875698
R-HSA-165159,10,11545,7,8942,1.106506355306066,1,1,0.5198127164402491,0.6698186336375433
R-HSA-380972,22,11533,7,8942,2.4366474304250754,0.03879158913690018,0.16504456870006154,0.024274777375623162,0.9912948960545986
R-HSA-5083627,2,11553,0,8949,Inf,0.5080528502542636,0.7961469592176872,0.31757500101476366,1
R-HSA-5173105,9,11546,1,8948,6.973948903465956,0.05050516078070601,0.1988756331108387,0.02822407127075553,0.9967746632201182
R-HSA-2534343,7,11548,4,8945,1.3555166319040617,0.7655633014580895,1,0.4330872391032734,0.783115702001935
R-HSA-427601,7,11548,2,8947,2.7115135813530733,0.31503950960202337,0.6403223371380875,0.16942976712068392,0.9543411137468331
R-HSA-5619046,1,11554,0,8949,Inf,1,1,0.5635485758876317,1
R-HSA-111446,1,11554,2,8947,0.38719822522058384,0.584141251963547,0.8637576971950661,0.9168761429545504,0.40518583362760097
R-HSA-111453,2,11553,6,8943,0.25804445913291385,0.08650614960353963,0.28591338587192416,0.9850979015147326,0.07634386426077068
R-HSA-8862803,13,11542,8,8941,1.2587900415281932,0.6654455968127486,0.9272249080670185,0.3885560302209148,0.7664310897862029
R-HSA-8952158,1,11554,4,8945,0.1935365318515119,0.17487315848791868,0.454627921099184,0.9841727297186568,0.11805427313261253
R-HSA-9607240,13,11542,4,8945,2.5185900376511396,0.1402845982300235,0.3947799557520295,0.07386036740122365,0.9760379306759928
R-HSA-9614657,5,11550,10,8939,0.38698600070873224,0.11511644369231247,0.35455400729951003,0.9802975775581093,0.062481879733967106
R-HSA-9617629,6,11549,4,8945,1.1617663050727056,0.9999999999999999,1,0.5396493748041423,0.7044964506909499
R-HSA-975578,6,11549,4,8945,1.1617663050727056,0.9999999999999999,1,0.5396493748041423,0.7044964506909499
R-HSA-8941326,1,11554,4,8945,0.1935365318515119,0.17487315848791868,0.454627921099184,0.9841727297186568,0.11805427313261253
R-HSA-375281,2,11553,11,8938,0.1406855601729882,0.0036512552554733325,0.030906294485305765,0.9996304675443721,0.003074717967413522
R-HSA-9028731,8,11547,1,8948,6.198938612454531,0.0873698114036531,0.28591338587192416,0.04565888625316692,0.9942747897710308
R-HSA-1475029,6,11549,6,8943,0.774368359305839,0.7735107236789824,1,0.769841891666501,0.4347940163761328
R-HSA-1295596,7,11548,7,8942,0.7743488225772829,0.7887635501217519,1,0.7740134117217121,0.41294166485418715
R-HSA-74259,10,11545,0,8949,Inf,0.0034754449155430423,0.029784984646754248,0.0032253367798818584,1
R-HSA-5620971,17,11538,10,8939,1.3170467815861404,0.5632043306041125,0.8491509893400013,0.31168308426149716,0.811764491245884
R-HSA-9679504,5,11550,8,8941,0.4838323412323852,0.2638107701410863,0.5603969292658895,0.9426929443584108,0.1536100927054379
R-HSA-9694676,5,11550,8,8941,0.4838323412323852,0.2638107701410863,0.5603969292658895,0.9426929443584108,0.1536100927054379
R-HSA-428540,12,11543,1,8948,9.303334843110513,0.009461929991764978,0.06145966610965167,0.006387212024351454,0.9994234627119403
R-HSA-8985801,3,11552,1,8948,2.323631465692943,0.6369831639988117,0.9027777208948222,0.4133057483718049,0.8991613583426736
R-HSA-8963684,5,11550,0,8949,Inf,0.07264615563664936,0.25902028958340984,0.05681888535530616,1
R-HSA-163680,5,11550,3,8946,1.2908922543567811,1,1,0.5086890066302479,0.7559928620838485
R-HSA-2151209,10,11545,0,8949,Inf,0.0034754449155430423,0.029784984646754248,0.0032253367798818584,1
R-HSA-9613354,9,11546,0,8949,Inf,0.006298584528787573,0.04513985578964427,0.005725210228969236,1
R-HSA-164940,5,11550,5,8944,0.7743878926517699,0.7558541745049082,1,0.7665464562642557,0.4603506251958577
R-HSA-2465910,5,11550,5,8944,0.7743878926517699,0.7558541745049082,1,0.7665464562642557,0.4603506251958577
R-HSA-77595,17,11538,2,8947,6.5907692789814085,0.004073045871036424,0.033680956241262744,0.0021826716491223697,0.9997103758561171
R-HSA-9673766,2,11553,1,8948,1.5490005404185956,1,1,0.594814166372399,0.821044581664054
R-HSA-2160916,7,11548,5,8944,1.0843272778179163,1,1,0.5652059836238672,0.6612832926971506
R-HSA-9037629,10,11545,8,8941,0.9680478585894234,1,1,0.6232736631622933,0.5629560409373858
R-HSA-3229133,1,11554,0,8949,Inf,1,1,0.5635485758876317,1
R-HSA-112043,11,11544,1,8948,8.527688348264359,0.016577815960435366,0.0900058189771112,0.010544729819036997,0.9989764877322255
R-HSA-1489509,4,11551,3,8946,1.0326401213259793,1,1,0.6368080005223515,0.6567371613160622
R-HSA-5607763,8,11547,3,8946,2.0659002231982284,0.3678190762179163,0.7106770254890981,0.21688429799806502,0.9226591607479075
R-HSA-9755088,11,11544,0,8949,Inf,0.0034772237889931705,0.029784984646754248,0.0018169470637130916,1
R-HSA-2214320,4,11551,11,8938,0.28139352661943423,0.03355831629888407,0.15318552026029883,0.9953456870777051,0.019702422441890733
R-HSA-2243919,5,11550,13,8936,0.2975863390164747,0.0170991088429575,0.09169317072644934,0.9965308890706408,0.013603130684106514
R-HSA-264870,7,11548,5,8944,1.0843272778179163,1,1,0.5652059836238672,0.6612832926971506
R-HSA-113507,7,11548,2,8947,2.7115135813530733,0.31503950960202337,0.6403223371380875,0.16942976712068392,0.9543411137468331
R-HSA-68616,5,11550,32,8917,0.12064602218749235,9.970432427193892e-8,7.315827778112625e-6,0.9999999906691865,8.204678254015567e-8
R-HSA-68689,7,11548,1,8948,5.423606241743879,0.14950739070671915,0.4058597096205128,0.07316352644594852,0.989837714657231
R-HSA-194313,4,11551,1,8948,3.098387369465698,0.39497193999801955,0.7435986611171121,0.27691766686540725,0.9431811146446938
R-HSA-195399,4,11551,4,8945,0.7744074226159541,0.7353181312859036,0.9813370467192383,0.7649269944144553,0.4913109933697522
R-HSA-5624958,2,11553,1,8948,1.5490005404185956,1,1,0.594814166372399,0.821044581664054
R-HSA-9648002,13,11542,11,8938,0.9151917759680128,0.8396110586137779,1,0.6657495509565801,0.4923452684281186
R-HSA-2468052,9,11546,2,8947,3.486811114736687,0.12788086475919194,0.384455741554091,0.07734083925209252,0.9826907660584304
R-HSA-2470946,9,11546,1,8948,6.973948903465956,0.05050516078070601,0.1988756331108387,0.02822407127075553,0.9967746632201182
R-HSA-9031528,5,11550,0,8949,Inf,0.07264615563664936,0.25902028958340984,0.05681888535530616,1
R-HSA-5205685,7,11548,15,8934,0.36104895281633215,0.029323818876077223,0.1391748578003665,0.9944570217116365,0.017744144609385542
R-HSA-5689877,6,11549,6,8943,0.774368359305839,0.7735107236789824,1,0.769841891666501,0.4347940163761328
R-HSA-9013419,4,11551,3,8946,1.0326401213259793,1,1,0.6368080005223515,0.6567371613160622
R-HSA-9013425,2,11553,3,8946,0.5162548030267982,0.6590297962340058,0.9188807145934581,0.8819457268673875,0.38211212936859873
R-HSA-169911,2,11553,0,8949,Inf,0.5080528502542636,0.7961469592176872,0.31757500101476366,1
R-HSA-9762293,5,11550,4,8945,0.9680617007563215,1,1,0.6530979155341986,0.6068381204929129
R-HSA-5625886,6,11549,29,8920,0.15982904044160096,2.8967518672651297e-6,1.3480372924843046e-4,0.9999996755455196,2.171224348111526e-6
R-HSA-199418,7,11548,1,8948,5.423606241743879,0.14950739070671915,0.4058597096205128,0.07316352644594852,0.989837714657231
R-HSA-4641263,7,11548,14,8935,0.38687983332770737,0.045594789439401456,0.1896108264888068,0.9905748324276749,0.028495968540440276
R-HSA-5340588,5,11550,3,8946,1.2908922543567811,1,1,0.5086890066302479,0.7559928620838485
R-HSA-399719,11,11544,6,8943,1.4202361001677484,0.6267895389318632,0.9027777208948222,0.3301813663624567,0.8256038344196351
R-HSA-5682910,10,11545,4,8945,1.93690993120015,0.29334077454439866,0.6141019136031716,0.19401305351859846,0.9233242729975317
R-HSA-210744,9,11546,7,8942,0.9957436853292921,1,1,0.6062028863180583,0.5917351365466877
R-HSA-2046105,8,11547,0,8949,Inf,0.011476666245249298,0.06854120118690553,0.010162285342768968,1
R-HSA-111457,4,11551,2,8947,1.5490955924994296,0.7023600748237133,0.9552691207845347,0.4690679080432577,0.8191574537235184
R-HSA-9710421,10,11545,31,8918,0.249195235929773,4.71386197751404e-5,0.0013460143880627453,0.9999925593272752,3.1991548876616045e-5
R-HSA-447038,7,11548,0,8949,Inf,0.021050286080995118,0.10404164384859656,0.018037440480666408,1
R-HSA-376172,3,11552,1,8948,2.323631465692943,0.6369831639988117,0.9027777208948222,0.4133057483718049,0.8991613583426736
R-HSA-964827,3,11552,0,8949,Inf,0.2620792753813955,0.5601097833697817,0.17895541833594594,1
R-HSA-2892247,10,11545,2,8947,3.874574914617435,0.07976845017411602,0.27572695799734637,0.051131754554232335,0.989455270180963
R-HSA-434313,3,11552,0,8949,Inf,0.2620792753813955,0.5601097833697817,0.17895541833594594,1
R-HSA-3359462,2,11553,1,8948,1.5490005404185956,1,1,0.594814166372399,0.821044581664054
R-HSA-3359463,2,11553,1,8948,1.5490005404185956,1,1,0.594814166372399,0.821044581664054
R-HSA-8964011,3,11552,1,8948,2.323631465692943,0.6369831639988117,0.9027777208948222,0.4133057483718049,0.8991613583426736
R-HSA-163841,5,11550,1,8948,3.873330875417793,0.24127787258517264,0.5601097833697817,0.18084254627648153,0.9679858468289289
R-HSA-9674519,3,11552,0,8949,Inf,0.2620792753813955,0.5601097833697817,0.17895541833594594,1
R-HSA-9844594,25,11530,4,8945,4.848439520793219,0.0010560500287080448,0.012974328924127409,6.243557297497822e-4,0.9998834975289161
R-HSA-176034,1,11554,1,8948,0.7744659922268098,1,1,0.8095221507604998,0.6824249989852363
R-HSA-168176,1,11554,0,8949,Inf,1,1,0.5635485758876317,1
R-HSA-5602680,2,11553,0,8949,Inf,0.5080528502542636,0.7961469592176872,0.31757500101476366,1
R-HSA-5603037,4,11551,0,8949,Inf,0.13711131250892333,0.38788068670287523,0.10083864165732631,1
R-HSA-168179,2,11553,4,8945,0.38714518286792565,0.4141347130569372,0.768239545360151,0.9395646736913088,0.23329216678045575
R-HSA-168188,3,11552,1,8948,2.323631465692943,0.6369831639988117,0.9027777208948222,0.4133057483718049,0.8991613583426736
R-HSA-9637628,2,11553,5,8944,0.30968550893009184,0.2517417215710601,0.5601097833697817,0.9697374600708568,0.13586729225756106
R-HSA-9854909,2,11553,1,8948,1.5490005404185956,1,1,0.594814166372399,0.821044581664054
R-HSA-156588,22,11533,0,8949,Inf,3.634314011895333e-6,1.5627550251149933e-4,3.286221545925814e-6,1
R-HSA-9613829,10,11545,12,8937,0.6451087522232706,0.3902264297671967,0.7435986611171121,0.8932555151636499,0.20656263499051156
R-HSA-5685938,32,11523,5,8944,4.96726221939241,1.6553757193749245e-4,0.0034221709583231613,8.97694895883979e-5,0.9999833170283337
R-HSA-9709570,30,11525,4,8945,5.8206477929790585,8.901304512093998e-5,0.002251506435412011,6.668106675129352e-5,0.9999894511284586
R-HSA-110312,11,11544,5,8944,1.7044541239306845,0.4507326240722815,0.7897922915691974,0.22937917762110305,0.8965702801931463
R-HSA-5655862,12,11543,5,8944,1.8595535537128831,0.32885652214867367,0.6498543406430591,0.17439616558036486,0.9261396325987763
R-HSA-5656121,12,11543,5,8944,1.8595535537128831,0.32885652214867367,0.6498543406430591,0.17439616558036486,0.9261396325987763
R-HSA-110056,7,11548,2,8947,2.7115135813530733,0.31503950960202337,0.6403223371380875,0.16942976712068392,0.9543411137468331
R-HSA-112411,6,11549,2,8947,2.323975175598405,0.47908014350169603,0.7961469592176872,0.24400713791615145,0.9268364735540515
R-HSA-1170546,11,11544,3,8946,2.841271284377454,0.11063796854171788,0.3437451334749905,0.07667572700246827,0.9783883721227362
R-HSA-6788467,14,11541,3,8946,3.617115816598788,0.04702414761777218,0.1911189364427414,0.02396206932400732,0.9944316631153026
R-HSA-6802946,38,11517,7,8942,4.214552631455824,1.1104170258913196e-4,0.0025397836230492948,5.940115213607983e-5,0.9999868708086734
R-HSA-6802955,38,11517,7,8942,4.214552631455824,1.1104170258913196e-4,0.0025397836230492948,5.940115213607983e-5,0.9999868708086734
R-HSA-8854691,11,11544,14,8935,0.6081644970590551,0.23065811139606882,0.5534764949794062,0.9256282789848859,0.1482131196446063
R-HSA-8984722,8,11547,4,8945,1.5492857954300245,0.5688748156363488,0.8541067413534567,0.3387167073028495,0.8440319066543271
R-HSA-9006335,5,11550,0,8949,Inf,0.07264615563664936,0.25902028958340984,0.05681888535530616,1
R-HSA-9020591,7,11548,3,8946,1.8075245356686664,0.5289570930447944,0.8123269643187915,0.2955035493090501,0.8846018538171878
R-HSA-9020933,6,11549,3,8946,1.5491906774975384,0.740063963972888,0.9827903165791902,0.39316187950708714,0.8305702328793161
R-HSA-9020956,8,11547,3,8946,2.0659002231982284,0.3678190762179163,0.7106770254890981,0.21688429799806502,0.9226591607479075
R-HSA-9027277,7,11548,0,8949,Inf,0.021050286080995118,0.10404164384859656,0.018037440480666408,1
R-HSA-9027283,7,11548,0,8949,Inf,0.021050286080995118,0.10404164384859656,0.018037440480666408,1
R-HSA-9027284,12,11543,0,8949,Inf,0.0018092271098309777,0.018882710126876708,0.0010235122677745537,1
R-HSA-9649948,38,11517,7,8942,4.214552631455824,1.1104170258913196e-4,0.0025397836230492948,5.940115213607983e-5,0.9999868708086734
R-HSA-9656223,33,11522,7,8942,3.658413075275996,6.553596304797371e-4,0.009520427064401586,4.4899900892425793e-4,0.999887097429808
R-HSA-9732724,7,11548,1,8948,5.423606241743879,0.14950739070671915,0.4058597096205128,0.07316352644594852,0.989837714657231
R-HSA-9818026,2,11553,3,8946,0.5162548030267982,0.6590297962340058,0.9188807145934581,0.8819457268673875,0.38211212936859873
R-HSA-9818030,5,11550,6,8943,0.6452623679730416,0.5493603603528812,0.8347171553064978,0.8490652217801486,0.33247606235481586
R-HSA-9818035,1,11554,4,8945,0.1935365318515119,0.17487315848791868,0.454627921099184,0.9841727297186568,0.11805427313261253
R-HSA-9818749,3,11552,5,8944,0.4645561306891005,0.30823653203149315,0.6359966831743861,0.9236561357392293,0.2350730055855447
R-HSA-8876725,16,11539,1,8948,12.407530872524104,0.0010109415597221987,0.012710668733349282,8.230129530538182e-4,0.9999419769632846
R-HSA-173599,3,11552,0,8949,Inf,0.2620792753813955,0.5601097833697817,0.17895541833594594,1
R-HSA-1296025,4,11551,0,8949,Inf,0.13711131250892333,0.38788068670287523,0.10083864165732631,1
R-HSA-5678420,2,11553,0,8949,Inf,0.5080528502542636,0.7961469592176872,0.31757500101476366,1
R-HSA-418990,11,11544,20,8929,0.4254265784730205,0.027989546951844985,0.1349271882207774,0.9941558846280393,0.015510487173961572
R-HSA-8876493,2,11553,7,8942,0.22115395291381723,0.04743613537945541,0.19170618621396454,0.9927575662762237,0.041710925150486196
R-HSA-9762292,5,11550,3,8946,1.2908922543567811,1,1,0.5086890066302479,0.7559928620838485
R-HSA-9764302,2,11553,5,8944,0.30968550893009184,0.2517417215710601,0.5601097833697817,0.9697374600708568,0.13586729225756106
R-HSA-9833576,2,11553,5,8944,0.30968550893009184,0.2517417215710601,0.5601097833697817,0.9697374600708568,0.13586729225756106
R-HSA-2485179,7,11548,4,8945,1.3555166319040617,0.7655633014580895,1,0.4330872391032734,0.783115702001935
R-HSA-425561,5,11550,6,8943,0.6452623679730416,0.5493603603528812,0.8347171553064978,0.8490652217801486,0.33247606235481586
R-HSA-5619077,1,11554,0,8949,Inf,1,1,0.5635485758876317,1
R-HSA-1482798,5,11550,1,8948,3.873330875417793,0.24127787258517264,0.5601097833697817,0.18084254627648153,0.9679858468289289
R-HSA-1296061,4,11551,0,8949,Inf,0.13711131250892333,0.38788068670287523,0.10083864165732631,1
R-HSA-162699,1,11554,2,8947,0.38719822522058384,0.584141251963547,0.8637576971950661,0.9168761429545504,0.40518583362760097
R-HSA-4717374,1,11554,2,8947,0.38719822522058384,0.584141251963547,0.8637576971950661,0.9168761429545504,0.40518583362760097
R-HSA-4719360,1,11554,2,8947,0.38719822522058384,0.584141251963547,0.8637576971950661,0.9168761429545504,0.40518583362760097
R-HSA-4719377,1,11554,2,8947,0.38719822522058384,0.584141251963547,0.8637576971950661,0.9168761429545504,0.40518583362760097
R-HSA-162658,9,11546,4,8945,1.7430818085289514,0.41255487184866707,0.7679592852594236,0.2589447791432289,0.8897993225643517
R-HSA-196819,5,11550,0,8949,Inf,0.07264615563664936,0.25902028958340984,0.05681888535530616,1
R-HSA-171306,5,11550,27,8922,0.14307227951284923,2.7386266037279134e-6,1.3381925450034124e-4,0.9999996711403847,2.466913220377551e-6
R-HSA-2299718,9,11546,32,8917,0.21721981875707144,9.966197059216361e-6,3.895877032239123e-4,0.9999984852083574,7.440672724770861e-6
R-HSA-2559586,15,11540,31,8918,0.37394735277094665,0.0015151057020923095,0.017513318599454115,0.9996618702022733,9.784989094151534e-4
R-HSA-427389,15,11540,29,8920,0.39982474463252055,0.0035032472584108935,0.029840656185161442,0.99912307904794,0.002390663408850172
R-HSA-5334118,4,11551,29,8920,0.10652650869260274,1.6838403344112787e-7,1.131330224682578e-5,0.9999999837644056,1.6246758984352577e-7
R-HSA-5693571,28,11527,23,8926,0.9427171884257329,0.8879335632393666,1,0.6389211404343593,0.4705084986659123
R-HSA-73728,2,11553,29,8920,0.05325305506125846,5.49382453841544e-9,5.905861378796598e-7,0.9999999997247218,5.49382453841543e-9
R-HSA-9616222,12,11543,44,8905,0.21040364371137366,1.8885712318216905e-7,1.2201413486725367e-5,0.9999999800950052,9.924126659416703e-8
R-HSA-9821993,4,11551,20,8929,0.15462879757163348,9.826676004391777e-5,0.00238313505603494,0.9999890461076733,7.782042288720568e-5
R-HSA-9634600,9,11546,3,8946,2.32431906377178,0.2503147786272041,0.5601097833697817,0.1559680933456729,0.9488682454457676
R-HSA-419812,0,11555,10,8939,0,2.501081356611829e-4,0.004801182961353065,1,2.501081356611826e-4
R-HSA-193681,3,11552,0,8949,Inf,0.2620792753813955,0.5601097833697817,0.17895541833594594,1
R-HSA-5626978,5,11550,1,8948,3.873330875417793,0.24127787258517264,0.5601097833697817,0.18084254627648153,0.9679858468289289
R-HSA-9840310,30,11525,8,8941,2.909008441856657,0.004913536820878108,0.03941829912271617,0.003135171915804744,0.999022297143648
R-HSA-1368082,15,11540,3,8946,3.8758200301352117,0.029533261198035878,0.13986015765589677,0.015930130513929372,0.996504021841149
R-HSA-1236977,1,11554,11,8938,0.07034401145655474,7.857148420564237e-4,0.011113729673824414,0.9999524199565151,7.857148420564235e-4
R-HSA-1592389,28,11527,5,8944,4.344845204037001,6.813482147813044e-4,0.009701315640925858,5.010381158634916e-4,0.9998948813481864
R-HSA-5223345,14,11541,12,8937,0.9034365621961913,0.8445833607958934,1,0.6777667182578168,0.4726875232730632
R-HSA-5685939,11,11544,1,8948,8.527688348264359,0.016577815960435366,0.0900058189771112,0.010544729819036997,0.9989764877322255
R-HSA-5693548,5,11550,1,8948,3.873330875417793,0.24127787258517264,0.5601097833697817,0.18084254627648153,0.9679858468289289
R-HSA-2022857,5,11550,10,8939,0.38698600070873224,0.11511644369231247,0.35455400729951003,0.9802975775581093,0.062481879733967106
R-HSA-3656225,1,11554,7,8942,0.11057465563056235,0.025064383828036343,0.12275267706213698,0.9986856190975197,0.014902098485267384
R-HSA-3656243,1,11554,7,8942,0.11057465563056235,0.025064383828036343,0.12275267706213698,0.9986856190975197,0.014902098485267384
R-HSA-3656244,1,11554,7,8942,0.11057465563056235,0.025064383828036343,0.12275267706213698,0.9986856190975197,0.014902098485267384
R-HSA-5576892,27,11528,5,8944,4.189307881273879,0.0010785082230049257,0.013026925165508935,7.616707342601705e-4,0.9998348935506031
R-HSA-1369007,4,11551,0,8949,Inf,0.13711131250892333,0.38788068670287523,0.10083864165732631,1
R-HSA-2564830,10,11545,3,8946,2.5827830050311475,0.1675077330772375,0.4413500320049762,0.11020067743564825,0.9665889223101923
R-HSA-3232118,12,11543,5,8944,1.8595535537128831,0.32885652214867367,0.6498543406430591,0.17439616558036486,0.9261396325987763
R-HSA-428542,5,11550,4,8945,0.9680617007563215,1,1,0.6530979155341986,0.6068381204929129
R-HSA-9013407,29,11526,8,8941,2.811796290788511,0.0072956513748386196,0.049428281549807176,0.004456436255962421,0.9985680931311316
R-HSA-428890,6,11549,2,8947,2.323975175598405,0.47908014350169603,0.7961469592176872,0.24400713791615145,0.9268364735540515
R-HSA-1483206,5,11550,0,8949,Inf,0.07264615563664936,0.25902028958340984,0.05681888535530616,1
R-HSA-388844,11,11544,8,8941,1.0649688326773619,1,1,0.5419947514979747,0.6392838899812852
R-HSA-5661270,4,11551,1,8948,3.098387369465698,0.39497193999801955,0.7435986611171121,0.27691766686540725,0.9431811146446938
R-HSA-5339717,4,11551,2,8947,1.5490955924994296,0.7023600748237133,0.9552691207845347,0.4690679080432577,0.8191574537235184
R-HSA-2142789,8,11547,3,8946,2.0659002231982284,0.3678190762179163,0.7106770254890981,0.21688429799806502,0.9226591607479075
R-HSA-2404192,0,11555,4,8945,0,0.03627267085159708,0.1604655191994521,1,0.03627267085159709
R-HSA-2142712,4,11551,0,8949,Inf,0.13711131250892333,0.38788068670287523,0.10083864165732631,1
R-HSA-392154,7,11548,0,8949,Inf,0.021050286080995118,0.10404164384859656,0.018037440480666408,1
R-HSA-446193,14,11541,1,8948,10.855120164877754,0.0030837227629856934,0.029207065816824848,0.0023104117706926473,0.999817086061865
R-HSA-4687000,1,11554,0,8949,Inf,1,1,0.5635485758876317,1
R-HSA-8850843,6,11549,2,8947,2.323975175598405,0.47908014350169603,0.7961469592176872,0.24400713791615145,0.9268364735540515
R-HSA-383280,40,11515,1,8948,31.080635689086815,2.466214985047081e-9,2.9457567876951247e-7,1.9562503474630386e-9,0.9999999999404736
R-HSA-9623433,8,11547,1,8948,6.198938612454531,0.0873698114036531,0.28591338587192416,0.04565888625316692,0.9942747897710308
R-HSA-8854214,40,11515,4,8945,7.766168869673195,8.258953903684448e-7,4.439187723230391e-5,5.973507159375568e-7,0.9999999276396965
R-HSA-8934903,5,11550,4,8945,0.9680617007563215,1,1,0.6530979155341986,0.6068381204929129
R-HSA-352230,25,11530,7,8942,2.769617279935689,0.012479937540813517,0.07331110850477886,0.008844122932043142,0.9971557098419237
R-HSA-176974,11,11544,1,8948,8.527688348264359,0.016577815960435366,0.0900058189771112,0.010544729819036997,0.9989764877322255
